,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide,T
2139,1004,1011,867,893,24.6
2140,979,937,919,858,23.3
2141,972,919,934,904,22.4
2142,942,846,980,905,21.7
2143,825,720,1129,678,21
2144,780,621,1277,586,20.5
2145,746,565,1369,608,20.9
2146,734,538,1449,514,21
2147,785,640,1265,588,19.6
2148,946,931,917,884,18.2
2149,1201,1279,683,1338,19.5
2150,1377,1688,525,1708,21.6
2151,1346,1481,602,1681,23.9
2152,1230,1268,698,1509,28.1
2153,1160,1208,728,1330,31.4
2154,1146,1171,761,1138,33.7
2155,1078,1121,818,963,35.9
2156,1111,1194,794,1015,37.5
2157,1083,1141,825,1008,37.7
2158,1056,1083,865,898,37.8
2159,1220,1334,695,1215,36.6
2160,1268,1393,650,1334,32.5
2161,1256,1430,660,1380,30.8
2162,1213,1341,683,1601,28.8
2163,1145,1170,751,1376,26.7
2164,1050,1011,836,1161,25.3
2165,972,902,933,878,24.9
2166,1020,984,853,1031,23.7
2167,934,878,940,847,22.5
2168,914,801,965,908,22.3
2169,824,698,1107,733,22
2170,817,672,1113,751,20.8
2171,833,708,1084,799,20.3
2172,935,905,899,954,20.5
2173,1297,1359,630,1425,21.7
2174,1496,1705,507,2147,23.4
2175,1201,1224,701,1532,25.1
2176,1267,1276,676,1570,30.1
2177,1224,1228,711,1380,34.7
2178,1247,1257,701,1337,37.2
2179,1183,1241,721,1308,39.5
2180,1078,1116,815,1013,40.6
2181,1076,1012,894,816,40.3
2182,1052,1019,896,836,40.3
2183,1287,1340,699,1267,39.6
2184,1460,1493,586,1649,37.3
2185,1357,1445,620,1622,33.7
2186,1234,1257,695,1349,30.7
2187,1151,1154,747,1186,28.4
2188,1065,1038,805,1026,26.5
2189,984,929,917,817,25.4
2190,938,881,956,662,24.1
2191,878,774,1065,552,23.9
2192,919,807,967,775,22
2193,836,709,1085,646,20.7
2194,814,673,1138,647,20.1
2195,872,782,1001,874,19.5
2196,949,929,887,973,20
2197,1227,1292,661,1327,21.7
2198,1360,1561,545,1626,23.7
2199,1318,1420,586,1640,25.9
2200,1196,1208,705,1341,30.1
2201,1152,1102,770,1113,33.5
2202,1220,1157,715,1224,35.4
2203,1182,1120,735,1095,37.9
2204,1167,1210,719,1152,39.7
2205,1142,1109,782,1047,40.4
2206,1157,1105,779,982,40
2207,1274,1329,670,1320,38.9
2208,1372,1451,631,1541,35.8
2209,1373,1440,635,1510,33.1
2210,1290,1393,655,1511,30.9
2211,1056,1051,826,1078,27.5
2212,1116,1123,768,1235,26.3
2213,1106,1122,783,1202,25.5
2214,1018,992,839,1103,24.7
2215,919,880,915,1013,24.2
2216,807,681,1092,765,24.8
2217,787,620,1176,618,22.7
2218,789,623,1146,663,22
2219,825,709,1050,813,19.3
2220,912,858,923,894,19.8
2221,1339,1425,595,1495,20.5
2222,1355,1526,567,1658,22.8
2223,1250,1336,632,1506,25.6
2224,1105,1079,788,1168,30
2225,1076,1055,817,993,34.4
2226,1096,1087,801,910,35.9
2227,1093,1094,797,912,37.2
2228,1027,1066,837,814,37.3
2229,1026,1085,848,1341,37.4
2230,1015,1062,877,847,36.4
2231,1028,1155,832,925,35.4
2232,1074,1270,776,1087,34.2
2233,1124,1289,765,1132,31.1
2234,1111,1256,765,1197,29.1
2235,1062,1183,794,1229,27.2
2236,1072,1148,805,1171,25.3
2237,936,871,990,921,24.9
2238,988,937,894,1008,23.5
2239,924,839,957,849,23.5
2240,839,725,1052,668,24.1
2241,826,666,1109,641,22.6
2242,853,716,1047,707,20.8
2243,918,810,936,939,18.8
2244,890,791,950,886,19.8
2245,865,752,996,837,21.3
2246,1003,937,850,1005,21.3
2247,1123,1088,746,1191,24
2248,1146,1119,746,1200,27.2
2249,1110,1021,820,971,32.3
2250,1126,979,849,907,31.9
2251,1067,962,860,802,35.1
2252,1008,866,937,695,36
2253,1062,924,892,777,37
2254,1082,939,869,818,36.4
2255,1042,897,901,681,35.2
2256,1022,823,964,631,32.5
2257,1024,828,936,641,29.1
2258,1048,828,922,683,26.9
2259,1153,1022,765,1013,26.1
2260,1195,1077,731,1151,25.5
2261,1245,1091,734,1134,24.9
2262,1086,946,847,945,25.2
2263,972,804,955,734,25.4
2264,880,677,1109,554,26.2
2265,906,719,1050,612,24.3
2266,879,658,1121,564,24.4
2267,842,597,1237,512,23.3
2268,797,543,1466,410,21.6
2269,796,526,1534,392,21.4
2270,767,520,1526,377,20.5
2271,784,562,1460,389,20.8
2272,811,622,1315,432,22.3
2273,838,620,1292,502,21.7
2274,821,632,1295,469,24.4
2275,793,579,1380,427,23.4
2276,794,567,1426,406,23.5
2277,821,614,1309,430,22.4
2278,849,628,1274,453,22
2279,852,651,1246,470,21.7
2280,847,645,1245,480,20.7
2281,849,682,1215,472,20.3
2282,865,687,1191,521,20.3
2283,848,689,1180,520,20.1
2284,807,606,1340,440,19.8
2285,814,627,1305,446,19.6
2286,785,582,1377,417,19.4
2287,748,515,1580,381,19.7
2288,716,461,1795,350,19.5
2289,708,437,1941,334,19
2290,724,448,1917,346,19.1
2291,748,477,1703,380,19.1
2292,888,683,1196,563,20.3
2293,973,858,941,779,21.1
2294,993,927,886,842,21.5
2295,929,825,992,692,22.4
2296,962,858,941,779,24.8
2297,906,786,1026,633,23.9
2298,915,776,1029,616,25.5
2299,928,787,1012,606,25.4
2300,855,698,1134,526,25.6
2301,920,783,1046,588,24.5
2302,917,842,985,674,23.9
2303,1072,1057,812,885,24.2
2304,1000,985,846,879,23.5
2305,914,845,972,703,22.3
2306,888,799,1023,637,21.7
2307,851,718,1134,561,22
2308,870,749,1096,612,22.2
2309,883,773,1062,621,21.8
2310,886,767,1055,702,21.6
2311,792,637,1249,559,21.6
2312,754,535,1490,435,20.7
2313,732,503,1525,441,21
2314,770,586,1326,527,20.8
2315,797,654,1097,720,20.8
2316,915,877,897,937,19.9
2317,1287,1423,610,1482,20.9
2318,1195,1424,609,1489,23.7
2319,1003,1009,823,1015,25.3
2320,1037,1046,838,1004,28.8
2321,1114,1181,747,1129,30.3
2322,1085,1171,767,1068,32.8
2323,1024,1087,824,924,33.9
2324,1017,1057,859,861,35.3
2325,1053,1173,785,981,34
2326,1065,1198,766,1043,35.3
2327,1136,1250,722,1124,32.6
2328,1100,1202,732,1004,30.8
2329,1143,1319,673,1190,28.7
2330,1083,1157,742,1072,26.8
2331,1009,1034,806,925,25.3
2332,969,983,853,862,23.9
2333,1029,993,816,969,23
2334,1064,956,812,932,22.2
2335,986,853,865,794,20.9
2336,872,709,1034,599,21.3
2337,840,654,1124,614,20.8
2338,812,626,1134,625,20.3
2339,810,612,1163,595,21.3
2340,936,849,882,886,20.6
2341,1244,1265,640,1257,21.3
2342,1440,1556,517,1561,22.9
2343,1180,1145,713,1191,24.1
2344,1126,1058,765,1061,27.1
2345,1005,910,881,751,28.4
2346,1032,940,862,733,30.1
2347,1087,1106,755,906,32.7
2348,1090,1119,756,902,32.4
2349,1072,1050,802,836,33.6
2350,1101,1057,797,863,33
2351,1111,1086,787,824,33.2
2352,1048,1070,807,842,31.3
2353,1197,1249,698,1132,28.3
2354,1173,1217,695,1175,26.5
2355,1075,1079,764,1111,24.4
2356,1067,1106,745,1125,23.3
2357,1060,1099,742,1077,22.5
2358,1081,1099,749,1087,21.8
2359,1017,975,822,1014,20.9
2360,836,734,1035,801,20.8
2361,831,727,1038,802,19.3
2362,804,668,1102,753,18.8
2363,798,677,1092,696,20.2
2364,966,951,812,996,18.3
2365,1277,1388,611,1513,20.2
2366,1335,1496,562,1598,21.9
2367,1297,1353,588,1690,25.2
2368,1041,979,837,1053,28
2369,1027,936,867,931,27.1
2370,1037,969,841,865,27.4
2371,1014,954,865,818,29.4
2372,1007,971,866,802,31.3
2373,998,958,881,778,31.5
2374,1014,958,878,767,30.9
2375,1157,1160,738,1000,31.4
2376,1225,1281,683,1143,30.7
2377,1131,1194,726,1009,29
2378,1111,1126,754,1076,27.3
2379,976,909,878,830,25.8
2380,1016,929,868,853,25.2
2381,1177,1156,684,1310,24.6
2382,1013,999,791,1119,24
2383,886,813,936,918,23.5
2384,791,658,1140,609,24
2385,762,618,1214,516,22.2
2386,740,568,1259,510,22.8
2387,775,628,1178,554,21.9
2388,872,833,947,760,20.4
2389,1123,1134,711,1170,20.8
2390,1306,1522,535,1545,22.8
2391,1237,1332,605,1508,25.2
2392,1143,1146,701,1292,29.3
2393,1170,1168,703,1287,33.3
2394,1116,1128,739,1042,34.9
2395,1054,1069,785,817,36.1
2396,1083,1097,765,847,37.6
2397,1078,1069,782,806,37.3
2398,1104,1143,747,896,37.2
2399,1170,1257,693,1069,35.6
2400,1091,1201,738,945,33.1
2401,1216,1318,673,1168,30.5
2402,1125,1179,719,1065,28.7
2403,971,881,916,672,26.6
2404,1062,984,816,842,25.2
2405,1140,1109,714,1123,24.7
2406,1038,992,802,1007,24.4
2407,935,836,909,855,23.3
2408,861,729,1043,689,23.8
2409,839,678,1062,622,22.9
2410,850,703,1021,658,21.2
2411,817,651,1109,628,21.7
2412,825,667,1079,659,22.8
2413,921,792,943,799,23.5
2414,1031,945,806,964,24.6
2415,1092,967,801,910,27
2416,1095,923,843,999,29.3
2417,1097,964,822,853,31.2
2418,1101,972,819,752,34.4
2419,1060,991,833,778,36.1
2458,732,544,1353,466,18.9
2459,809,681,1108,609,18.2
2460,934,911,857,863,18.6
2461,1132,1220,691,1203,20.8
2462,1221,1386,626,1412,23.3
2463,1024,1111,770,1069,25.1
2464,938,987,862,817,27.8
2465,869,897,965,649,29.6
2466,846,930,947,598,30.2
2467,838,868,1005,540,30.1
2468,875,912,978,601,29.5
2469,907,961,920,668,31.1
2470,889,939,920,647,30.3
2471,969,1064,834,816,30.1
2472,1051,1157,760,963,28.6
2473,1043,1181,736,1010,26.1
2474,1043,1121,736,967,24.5
2475,1007,1027,798,904,23.1
2476,966,959,838,852,21.8
2477,920,875,915,744,20.9
2478,889,831,956,760,20.5
2479,825,715,1062,613,20
2480,758,580,1215,531,22.1
2481,735,533,1338,493,21
2482,719,522,1385,509,19.8
2483,757,596,1236,560,19
2484,890,831,922,826,17.8
2485,1181,1255,632,1334,18.2
2486,1332,1556,523,1660,20.6
2487,1128,1124,717,1362,22.8
2488,1128,1126,725,1316,27.1
2489,1064,1069,766,1089,30.4
2490,1139,1240,702,1129,31.1
2491,1121,1214,707,1120,31.4
2492,1032,1083,776,916,30.8
2493,1040,1022,826,812,31.8
2494,1076,1105,762,959,33.5
2495,1177,1310,656,1189,33.1
2496,1196,1303,654,1199,31.7
2497,1204,1381,623,1283,29
2498,1166,1304,646,1291,27.4
2499,959,949,857,949,25.2
2500,1004,997,813,1018,24
2501,1050,1105,729,1122,23.8
2502,965,900,864,968,22.9
2503,849,744,1004,806,22.8
2504,809,666,1093,714,21.8
2505,777,609,1170,644,21.7
2506,768,591,1183,606,20.8
2507,768,597,1155,606,21.7
2508,917,842,934,819,20.3
2509,1252,1380,579,1462,20.5
2510,1224,1268,605,1478,21.7
2511,1277,1300,608,1598,24
2512,1149,1192,672,1449,28.5
2513,1091,1082,746,1221,32.2
2514,1053,1087,763,1023,34.9
2515,1023,1042,796,910,35.4
2516,1085,1075,767,913,34.4
2517,1116,1120,724,1035,34.8
2518,1111,1131,735,1085,34.3
2519,1210,1316,645,1278,32.5
2520,1250,1339,616,1383,31.3
2521,1297,1408,595,1473,30.2
2522,1313,1345,603,1507,28.5
2523,1146,1084,713,1215,27.3
2524,1199,1152,685,1242,26.1
2525,1274,1197,626,1356,24.7
2526,1243,1072,675,1195,23.6
2527,1054,923,783,899,23.3
2528,962,778,929,726,23.3
2529,915,690,983,743,22.9
2530,871,639,1062,684,23.7
2531,877,658,1047,779,21.2
2532,893,696,1008,801,22.1
2533,1030,851,824,983,21.9
2534,1059,926,783,989,24.7
2535,1020,860,864,875,27
2536,1045,840,879,807,29.1
2537,1029,866,874,727,31.1
2538,959,763,976,549,31.9
2539,975,798,939,570,32.8
2540,988,813,927,596,33.4
2541,971,818,942,585,35.3
2542,999,899,869,637,35.8
2543,989,889,889,664,35.3
2544,1075,1020,802,797,33.3
2545,1190,1177,695,1046,30.3
2546,1172,1108,706,1058,28.3
2547,1256,1340,594,1214,27.1
2548,1190,1203,658,1056,25.4
2549,1249,1310,601,1280,24.6
2550,1072,1120,711,1045,23.7
2551,1035,1011,750,1039,23
2552,839,690,1030,640,24.8
2553,833,671,1061,705,23.1
2554,804,616,1144,662,21.7
2555,811,651,1097,579,21.9
2556,1028,934,818,987,20.1
2557,1138,1141,671,1197,21.5
2558,1203,1185,649,1328,22.9
2559,1193,1136,667,1370,25.7
2560,1049,898,858,921,29.9
2561,1090,942,828,876,32.9
2562,1070,976,808,819,34
2563,1014,970,826,763,34.7
2564,972,912,882,675,35.5
2565,951,880,920,637,35.9
2566,1033,1038,802,826,36.2
2567,983,1094,817,854,35.4
2568,973,1128,813,894,32.9
2569,1083,1237,737,1077,29.9
2570,1062,1176,763,1121,28.1
2571,1011,1122,808,1071,26.1
2572,1054,1110,765,1167,25
2573,1013,1038,793,1162,24.3
2574,870,823,975,848,24
2575,857,769,1006,759,22.4
2576,835,739,1036,694,21.2
2577,844,759,1005,848,19.5
2578,763,622,1129,689,21.2
2579,769,606,1171,610,19.5
2580,891,790,960,816,18.6
2581,1037,993,779,1158,19.7
2582,1090,1065,728,1228,21.9
2583,1117,1118,716,1323,24.5
2584,1109,1074,761,1274,30
2585,961,939,912,846,34.5
2586,985,919,918,737,36.3
2587,960,909,910,675,37.7
2588,927,806,1013,559,38.3
2589,958,795,1002,604,38.4
2590,1019,842,935,729,37.2
2591,1010,816,955,741,34
2592,1030,844,917,747,32.3
2593,1100,946,827,932,30.5
2594,1079,909,861,928,29.2
2595,1036,859,900,860,28.4
2596,1085,959,827,963,27.7
2597,1214,1151,683,1309,27.2
2598,1127,1041,728,1266,26.5
2599,1038,950,776,1181,25.5
2600,948,829,873,937,25.2
2601,953,844,848,995,23.2
2602,869,723,975,789,23.2
2603,809,628,1127,682,24
2604,833,641,1088,717,23.5
2605,857,661,1083,696,23.5
2606,966,820,913,807,24.7
2607,1063,894,823,1025,27.2
2608,1110,996,782,1090,31
2609,1055,941,844,932,35.2
2610,939,828,991,639,37.8
2611,816,684,1195,467,39
2612,841,712,1175,476,41.3
2613,842,722,1163,490,41.8
2614,990,852,967,669,42.2
2615,1042,894,916,800,41.4
2616,1089,893,879,791,38.9
2617,1102,990,799,849,34.3
2618,1095,996,799,934,32.7
2619,1116,1075,761,1081,30.5
2620,1105,1046,777,1102,29
2621,1018,950,830,914,28.2
2622,991,896,857,926,27.2
2623,923,765,952,786,26.7
2624,874,679,1049,619,26
2625,846,662,1068,633,22.8
2626,838,632,1079,634,24
2627,827,656,1075,722,24
2628,901,763,984,717,23.7
2629,1291,1316,603,1445,23.6
2630,1441,1606,503,1786,25.5
2631,1363,1410,565,1791,28.5
2632,1218,1198,671,1413,32.6
2633,1132,1091,751,1092,36.3
2634,1103,1060,770,940,37.5
2635,1081,1053,770,883,39.6
2636,1079,1018,793,850,40.1
2637,1167,1087,741,928,40.4
2638,1148,1037,772,835,39.9
2639,1221,1230,670,1157,39.1
2640,1255,1283,640,1232,37
2641,1245,1287,635,1288,33.9
2642,1162,1151,687,1143,31.9
2643,1079,1020,754,1014,29.7
2644,1091,1038,744,1088,28.6
2645,1085,1039,745,1092,27.8
2646,1050,966,780,1090,27.8
2647,941,814,873,979,27.5
2648,891,705,980,806,27.3
2649,842,624,1080,712,26
2650,850,639,1048,853,24.8
2651,863,652,1055,816,25.9
2652,956,784,928,934,25.3
2653,1384,1391,552,1548,24.7
2654,1502,1631,459,1858,27.1
2655,1219,1163,642,1410,28.3
2656,1237,1157,663,1334,32.4
2657,1181,1078,706,1140,35.4
2658,1251,1154,682,1111,35.5
2659,1214,1170,681,1054,37.8
2660,1166,1062,726,924,37.2
2661,1226,1157,683,1041,37.2
2662,1265,1229,636,1282,38
2663,1317,1338,593,1362,37.1
2664,1372,1382,568,1441,36.9
2665,1443,1443,543,1559,34.7
2666,1200,1126,664,1198,31.9
2667,1216,1130,655,1246,30.5
2668,1160,1070,687,1192,29.3
2669,1194,1106,667,1194,28.2
2670,1199,1087,658,1252,27.3
2671,965,818,844,777,26.8
2672,961,801,850,798,26
2673,901,697,952,800,26.8
2674,864,629,1052,728,26.9
2675,952,742,892,953,24.6
2676,1009,875,797,1060,26.4
2677,1225,1155,643,1338,27.3
2678,1245,1202,628,1622,28.4
2679,1265,1209,638,1812,30.8
2680,1276,1241,642,1784,34.2
2681,1232,1183,675,1509,37
2682,1193,1097,698,1139,36.6
2683,1162,1117,700,1044,36.9
2684,1126,1097,723,1015,39.3
2685,1089,993,801,825,38.5
2686,1134,1073,747,1022,39.7
2687,1388,1418,568,1913,38.8
2688,1506,1499,506,2043,33.5
2689,1352,1385,563,1661,34
2690,1217,1227,641,1404,31.9
2691,1149,1132,688,1233,30.2
2692,1156,1129,688,1181,28.9
2693,1180,1122,678,1272,27.8
2694,1109,1080,696,1190,27.1
2695,1032,974,763,982,26.2
2696,893,767,918,805,26.9
2697,848,642,1079,654,26.3
2698,850,664,1038,727,24.9
2699,938,782,879,1001,23.4
2700,948,828,858,994,24.4
2701,1225,1214,625,1322,25.1
2702,1380,1359,538,1617,26.6
2703,1276,1138,628,1430,28.2
2704,1246,1093,667,1357,31.6
2705,1141,996,767,994,34.2
2706,1199,1124,680,1054,36.6
2707,1156,1056,710,945,37.6
2708,1158,983,751,808,38.1
2709,1163,1039,723,888,37.8
2710,1078,1009,767,787,37.8
2711,1244,1219,651,1077,36.9
2712,1236,1239,637,1106,34.5
2713,1364,1376,580,1356,32.5
2714,1193,1196,675,1152,30.9
2715,1078,985,778,925,28.7
2716,1140,1035,726,1059,27.7
2717,1239,1127,648,1201,26.8
2718,1171,1093,669,1205,26.1
2719,1065,977,736,1103,25.9
2720,1024,882,791,1072,25.3
2721,873,679,1010,713,26.6
2722,874,668,1043,737,25.3
2723,887,647,1046,740,25.1
2724,993,795,888,770,24.8
2725,1299,1225,620,1327,25.7
2726,1529,1526,476,1763,27.4
2727,1320,1210,595,1477,29.3
2728,1226,1168,650,1311,33.6
2729,1105,980,777,980,34.6
2730,1160,1040,720,961,35.6
2731,1125,1051,730,923,36.9
2732,1099,1015,763,839,38.8
2733,1124,1021,745,827,38.1
2734,1105,995,778,821,37.1
2735,1035,1043,804,749,34.8
2736,1065,1110,757,871,33.6
2737,1051,1220,739,1077,31.4
2738,1073,1124,752,1175,29.5
2739,1008,1004,817,1125,27.4
2740,1090,1073,745,1124,26.1
2741,1048,983,780,1064,25.5
2742,1131,1087,705,1240,24
2743,953,874,854,899,24.2
2744,897,745,968,807,23.4
2745,900,750,932,817,21.8
2746,828,639,1077,573,22.6
2747,892,739,964,768,20.2
2748,914,809,912,807,20.5
2749,1096,1017,722,1204,21.4
2750,1173,1130,648,1401,23.2
2751,1125,1016,712,1256,25.3
2752,1079,976,781,999,29.9
2753,974,930,872,712,33.9
2754,977,973,865,712,36.3
2755,912,873,946,614,36.6
2756,896,817,992,554,37.4
2757,896,822,1002,722,37.9
2758,956,862,930,636,38
2759,970,900,909,664,36.9
2760,929,869,942,624,35.3
2761,947,926,905,659,31.9
2762,1003,880,864,695,29.1
2763,1045,940,822,920,27.4
2764,1125,1035,728,1150,26.7
2765,1138,985,742,1141,25.2
2766,1217,1060,660,1227,24
2767,983,831,847,887,24.5
2768,1007,864,816,987,22.6
2769,957,816,846,903,22.2
2770,914,725,949,780,21.2
2771,886,702,971,767,20.3
2772,899,708,972,780,21.3
2773,942,723,968,698,23
2774,1022,817,835,821,23.7
2775,1009,810,859,772,25.4
2776,1025,809,877,690,29.6
2777,977,783,939,586,33.9
2778,936,757,1007,523,35.8
2779,884,703,1076,488,37.9
2780,809,664,1185,427,38.5
2781,852,718,1109,468,39.3
2782,872,708,1106,489,38.9
2783,839,752,1102,515,37.9
2784,854,788,1064,562,35.8
2785,971,942,900,776,32.3
2786,985,944,866,833,30.1
2787,1027,981,817,1023,28.2
2788,1012,876,853,967,26
2789,1086,973,766,1089,25.3
2790,1025,939,790,1103,24.7
2791,848,692,1034,734,25.5
2792,839,652,1075,671,22.5
2793,814,618,1097,696,21.6
2794,816,624,1073,729,19.7
2795,799,613,1120,641,21.6
2796,879,792,906,825,21.1
2797,1104,1125,697,1179,21.6
2798,1344,1496,519,1651,23.7
2799,1226,1272,632,1474,26
2800,1157,1176,691,1370,30.6
2801,1059,1060,798,1141,34.1
2802,1076,1057,778,1076,36.2
2803,1066,1041,783,1036,37.4
2804,1049,994,813,881,39.5
2805,1097,1074,776,960,40.4
2806,1087,1018,791,883,40.1
2807,1269,1269,633,1221,39.3
2808,1328,1405,584,1518,37.3
2809,1200,1270,654,1264,33.6
2810,1098,1105,732,1061,30.7
2811,1058,1004,776,947,28.8
2812,1081,1025,738,1059,27.3
2813,1062,962,776,1030,26.2
2814,1078,971,752,1065,25.4
2815,917,761,931,893,25.8
2816,881,718,965,837,23.3
2817,865,671,1012,807,23.5
2818,829,602,1123,596,23.5
2819,913,743,931,884,21.8
2820,1077,985,742,1170,21.8
2821,1337,1386,565,1596,22.9
2822,1467,1575,472,1873,24.9
2823,1257,1227,611,1608,26.7
2824,1227,1125,675,1470,30.5
2825,1188,1108,693,1275,34.2
2826,1301,1276,631,1407,38.2
2827,1201,1278,657,1302,39.6
2828,1058,1026,794,931,39.9
2829,1037,1075,789,917,40.2
2830,1055,1157,762,985,39.6
2831,1179,1364,661,1265,39.5
2832,1298,1430,632,2475,37.9
2833,1213,1327,654,2021,34.2
2834,1233,1398,613,1834,32.6
2835,1086,1145,737,1426,30.4
2836,1056,1078,765,1272,28.8
2837,1138,1128,681,1490,27.8
2838,1112,1128,675,1440,26.9
2839,992,948,773,1271,26.3
2840,895,767,931,985,25.7
2841,843,655,1046,826,24.8
2842,828,626,1073,754,25.5
2843,894,709,997,853,24
2844,1072,976,740,1340,23.9
2845,1425,1486,512,1869,24.8
2846,1428,1500,496,2021,26.9
2847,1359,1415,572,1902,29.6
2848,1182,1122,730,1527,34.6
2849,1117,1045,761,1260,38.3
2850,1119,1088,741,1124,40.4
2851,1068,1152,739,1309,42.6
2852,1090,1120,743,1283,42.5
2853,1056,1024,792,1068,41
2854,1098,1007,799,937,41.3
2855,1318,1339,635,1416,39.2
2856,1348,1347,599,1611,36.9
2857,1502,1546,538,1919,35.6
2858,1373,1364,597,1745,33.7
2859,1397,1346,580,1837,31.5
2860,1286,1214,620,1759,31.1
2861,1222,1161,661,1593,30.2
2862,1069,983,749,1357,29.8
2863,1011,864,809,1231,28.4
2864,962,803,853,1066,27.5
2865,919,723,910,992,26.8
2866,969,769,866,1063,24.5
2867,986,784,839,1204,25.6
2868,990,821,848,1079,27.5
2869,1296,1208,603,1593,25.9
2870,1371,1384,545,1745,28.5
2871,1385,1240,596,1847,29.5
2872,1381,1227,595,1845,29.8
2873,1396,1306,587,1886,33.4
2874,1070,1000,801,1039,40.3
2875,1076,972,819,923,41.8
2876,1126,1004,788,926,41.1
2877,1225,1196,673,1277,41.9
2878,1202,1206,671,1301,40.9
2879,1308,1310,628,1385,39.1
2880,1440,1281,580,1474,36.4
2881,1611,1552,487,1948,34.9
2882,1387,1419,559,1677,33.6
2883,1268,1206,648,1434,32.2
2884,1237,1175,660,1424,30.5
2885,1302,1198,628,1504,29.4
2886,1347,1282,575,1661,29.1
2887,1355,1198,564,1714,27.7
2888,1023,822,823,1050,27.9
2889,903,631,1070,550,27.8
2890,876,605,1144,456,27.4
2891,932,707,1011,554,26.6
2892,1020,866,847,744,26.9
2893,1264,1241,609,1280,27
2894,1179,1153,654,1096,27
2895,1079,966,785,927,27.4
2896,1036,955,829,840,30.5
2897,1002,964,828,786,32.9
2898,995,959,856,690,33.9
2899,1008,962,845,742,34.4
2900,978,962,846,680,34.2
2901,989,990,822,705,33.2
2902,961,985,845,677,32.4
2903,1009,1116,779,877,32.2
2904,970,1117,786,844,31
2905,1097,1199,699,1006,28.3
2906,1065,1105,723,987,26.6
2907,1036,986,776,868,24.8
2908,1049,958,794,861,23.7
2909,1147,1043,727,1042,23
2910,1118,1082,694,1080,22.7
2911,1016,963,776,811,22.2
2912,940,845,845,704,21.6
2913,836,643,1114,522,22.3
2914,831,626,1126,484,22.4
2915,877,711,1018,580,21.7
2916,872,725,976,668,21.1
2917,958,805,886,835,22
2918,959,848,859,739,25
2919,997,933,799,763,26.7
2920,916,843,891,614,29.1
2921,895,831,946,566,31.2
2922,855,812,982,508,32.4
2923,861,811,997,509,33.3
2924,821,766,1071,457,33.1
2925,835,731,1108,438,33.1
2926,813,732,1118,427,32.4
2927,833,786,1064,453,31.8
2928,859,803,1032,479,30.3
2929,887,778,978,500,27.2
2930,970,900,856,647,26.1
2931,990,866,866,728,24.7
2932,1022,899,846,820,23.4
2933,1075,993,781,946,23.1
2934,1088,1035,751,1018,22.7
2935,925,831,880,789,21.6
2936,853,716,994,647,22
2937,918,830,875,785,20.4
2938,796,636,1092,576,20.6
2939,796,628,1136,555,20.6
2940,795,606,1152,552,21.3
2941,842,656,1080,620,20.4
2942,850,659,1077,557,23.5
2943,884,709,1027,556,25.7
2944,907,741,983,573,27.9
2945,846,703,1034,514,29
2946,827,697,1070,478,29.5
2947,804,636,1185,424,31.8
2948,775,619,1254,386,32.2
2949,802,651,1206,403,32.4
2950,844,751,1064,462,33
2951,881,765,1029,489,32
2952,877,736,1077,463,29.6
2953,931,885,892,585,26.9
2954,1011,967,818,748,25.3
2955,1035,1015,757,940,24.2
2956,1153,1042,733,1022,23.2
2957,1020,929,805,929,22.7
2958,954,879,837,834,21.6
2959,903,800,911,751,20.7
2960,779,581,1204,505,21.2
2961,761,540,1269,486,22.7
2962,780,568,1200,501,19.9
2963,835,672,1053,628,20
2964,1004,955,758,1043,18.5
2965,1272,1328,567,1463,19.6
2966,1173,1217,625,1358,21.3
2967,986,922,820,971,21.7
2968,942,849,907,894,23.4
2969,957,875,891,871,25.7
2970,1024,1052,779,952,28.5
2971,962,963,835,843,27
2972,958,873,868,750,24.2
2973,933,831,888,710,26
2974,942,912,842,814,24.8
2975,1073,1117,693,1052,24
2976,1086,1159,686,1060,23.6
2977,1091,1161,682,1153,23.6
2978,980,1009,786,986,23.3
2979,904,877,890,781,22.5
2980,865,773,991,653,21.3
2981,898,863,911,777,20.9
2982,945,883,837,1015,19.8
2983,854,764,932,922,19.3
2984,751,587,1165,678,18.4
2985,723,544,1274,584,18.8
2986,754,620,1102,725,16.3
2987,758,670,1070,688,16.6
2988,873,871,871,887,16.2
2989,1176,1398,567,1494,17.3
2990,1257,1495,524,1647,19.2
2991,1137,1200,648,1489,21.7
2992,1064,1126,711,1361,26.4
2993,1026,1094,769,1224,31.3
2994,986,1133,773,1174,33.7
2995,908,1031,857,901,34.5
2996,888,1007,870,794,33.8
2997,843,830,995,577,30.1
2998,905,931,876,776,28.3
2999,1023,1127,760,982,31.9
3000,1125,1279,662,1256,32
3001,1211,1483,586,1483,28.9
3002,1140,1289,634,1390,27.3
3003,1029,1105,737,1195,26
3004,981,1054,768,1135,25.2
3005,971,1014,788,1115,24.3
3006,927,930,840,1026,23.6
3007,868,846,925,836,23
3008,863,824,905,925,22.2
3009,820,716,994,933,20.4
3010,777,645,1076,781,20.5
3011,855,762,942,959,18.8
3012,960,973,769,1155,18.8
3013,1310,1492,527,1686,19.9
3014,1339,1561,498,1791,22.1
3015,1211,1290,606,1643,24
3016,1068,1171,711,1360,30.2
3017,932,1026,851,944,33.4
3018,949,1069,819,905,35.1
3019,944,1045,829,884,34.1
3020,966,1131,800,968,35.7
3021,940,1063,848,929,35.3
3022,934,1041,865,936,32.3
3023,1052,1252,739,1107,36
