,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide,T
2558,1203.0,1185.0,649.0,1328.0,22.9
2559,1193.0,1136.0,667.0,1370.0,25.7
2560,1049.0,898.0,858.0,921.0,29.9
2561,1090.0,942.0,828.0,876.0,32.9
2562,1070.0,976.0,808.0,819.0,34.0
2563,1014.0,970.0,826.0,763.0,34.7
2564,972.0,912.0,882.0,675.0,35.5
2565,951.0,880.0,920.0,637.0,35.9
2566,1033.0,1038.0,802.0,826.0,36.2
2567,983.0,1094.0,817.0,854.0,35.4
2568,973.0,1128.0,813.0,894.0,32.9
2569,1083.0,1237.0,737.0,1077.0,29.9
2570,1062.0,1176.0,763.0,1121.0,28.1
2571,1011.0,1122.0,808.0,1071.0,26.1
2572,1054.0,1110.0,765.0,1167.0,25.0
2573,1013.0,1038.0,793.0,1162.0,24.3
2574,870.0,823.0,975.0,848.0,24.0
2575,857.0,769.0,1006.0,759.0,22.4
2576,835.0,739.0,1036.0,694.0,21.2
2577,844.0,759.0,1005.0,848.0,19.5
2578,763.0,622.0,1129.0,689.0,21.2
2579,769.0,606.0,1171.0,610.0,19.5
2580,891.0,790.0,960.0,816.0,18.6
2581,1037.0,993.0,779.0,1158.0,19.7
2582,1090.0,1065.0,728.0,1228.0,21.9
2583,1117.0,1118.0,716.0,1323.0,24.5
2584,1109.0,1074.0,761.0,1274.0,30.0
2585,961.0,939.0,912.0,846.0,34.5
2586,985.0,919.0,918.0,737.0,36.3
2587,960.0,909.0,910.0,675.0,37.7
2588,927.0,806.0,1013.0,559.0,38.3
2589,958.0,795.0,1002.0,604.0,38.4
2590,1019.0,842.0,935.0,729.0,37.2
2591,1010.0,816.0,955.0,741.0,34.0
2592,1030.0,844.0,917.0,747.0,32.3
2593,1100.0,946.0,827.0,932.0,30.5
2594,1079.0,909.0,861.0,928.0,29.2
2595,1036.0,859.0,900.0,860.0,28.4
2596,1085.0,959.0,827.0,963.0,27.7
2597,1214.0,1151.0,683.0,1309.0,27.2
2598,1127.0,1041.0,728.0,1266.0,26.5
2599,1038.0,950.0,776.0,1181.0,25.5
2600,948.0,829.0,873.0,937.0,25.2
2601,953.0,844.0,848.0,995.0,23.2
2602,869.0,723.0,975.0,789.0,23.2
2603,809.0,628.0,1127.0,682.0,24.0
2604,833.0,641.0,1088.0,717.0,23.5
2605,857.0,661.0,1083.0,696.0,23.5
2606,966.0,820.0,913.0,807.0,24.7
2607,1063.0,894.0,823.0,1025.0,27.2
2608,1110.0,996.0,782.0,1090.0,31.0
2609,1055.0,941.0,844.0,932.0,35.2
2610,939.0,828.0,991.0,639.0,37.8
2611,816.0,684.0,1195.0,467.0,39.0
2612,841.0,712.0,1175.0,476.0,41.3
2613,842.0,722.0,1163.0,490.0,41.8
2614,990.0,852.0,967.0,669.0,42.2
2615,1042.0,894.0,916.0,800.0,41.4
2616,1089.0,893.0,879.0,791.0,38.9
2617,1102.0,990.0,799.0,849.0,34.3
2618,1095.0,996.0,799.0,934.0,32.7
2619,1116.0,1075.0,761.0,1081.0,30.5
2620,1105.0,1046.0,777.0,1102.0,29.0
2621,1018.0,950.0,830.0,914.0,28.2
2622,991.0,896.0,857.0,926.0,27.2
2623,923.0,765.0,952.0,786.0,26.7
2624,874.0,679.0,1049.0,619.0,26.0
2625,846.0,662.0,1068.0,633.0,22.8
2626,838.0,632.0,1079.0,634.0,24.0
2627,827.0,656.0,1075.0,722.0,24.0
2628,901.0,763.0,984.0,717.0,23.7
2629,1291.0,1316.0,603.0,1445.0,23.6
2630,1441.0,1606.0,503.0,1786.0,25.5
2631,1363.0,1410.0,565.0,1791.0,28.5
2632,1218.0,1198.0,671.0,1413.0,32.6
2633,1132.0,1091.0,751.0,1092.0,36.3
2634,1103.0,1060.0,770.0,940.0,37.5
2635,1081.0,1053.0,770.0,883.0,39.6
2636,1079.0,1018.0,793.0,850.0,40.1
2637,1167.0,1087.0,741.0,928.0,40.4
2638,1148.0,1037.0,772.0,835.0,39.9
2639,1221.0,1230.0,670.0,1157.0,39.1
2640,1255.0,1283.0,640.0,1232.0,37.0
2641,1245.0,1287.0,635.0,1288.0,33.9
2642,1162.0,1151.0,687.0,1143.0,31.9
2643,1079.0,1020.0,754.0,1014.0,29.7
2644,1091.0,1038.0,744.0,1088.0,28.6
2645,1085.0,1039.0,745.0,1092.0,27.8
2646,1050.0,966.0,780.0,1090.0,27.8
2647,941.0,814.0,873.0,979.0,27.5
2648,891.0,705.0,980.0,806.0,27.3
2649,842.0,624.0,1080.0,712.0,26.0
2650,850.0,639.0,1048.0,853.0,24.8
2651,863.0,652.0,1055.0,816.0,25.9
2652,956.0,784.0,928.0,934.0,25.3
2653,1384.0,1391.0,552.0,1548.0,24.7
2654,1502.0,1631.0,459.0,1858.0,27.1
2655,1219.0,1163.0,642.0,1410.0,28.3
2656,1237.0,1157.0,663.0,1334.0,32.4
2657,1181.0,1078.0,706.0,1140.0,35.4
2658,1251.0,1154.0,682.0,1111.0,35.5
2659,1214.0,1170.0,681.0,1054.0,37.8
2660,1166.0,1062.0,726.0,924.0,37.2
2661,1226.0,1157.0,683.0,1041.0,37.2
2662,1265.0,1229.0,636.0,1282.0,38.0
2663,1317.0,1338.0,593.0,1362.0,37.1
2664,1372.0,1382.0,568.0,1441.0,36.9
2665,1443.0,1443.0,543.0,1559.0,34.7
2666,1200.0,1126.0,664.0,1198.0,31.9
2667,1216.0,1130.0,655.0,1246.0,30.5
2668,1160.0,1070.0,687.0,1192.0,29.3
2669,1194.0,1106.0,667.0,1194.0,28.2
2670,1199.0,1087.0,658.0,1252.0,27.3
2671,965.0,818.0,844.0,777.0,26.8
2672,961.0,801.0,850.0,798.0,26.0
2673,901.0,697.0,952.0,800.0,26.8
2674,864.0,629.0,1052.0,728.0,26.9
2675,952.0,742.0,892.0,953.0,24.6
2676,1009.0,875.0,797.0,1060.0,26.4
2677,1225.0,1155.0,643.0,1338.0,27.3
2678,1245.0,1202.0,628.0,1622.0,28.4
2679,1265.0,1209.0,638.0,1812.0,30.8
2680,1276.0,1241.0,642.0,1784.0,34.2
2681,1232.0,1183.0,675.0,1509.0,37.0
2682,1193.0,1097.0,698.0,1139.0,36.6
2683,1162.0,1117.0,700.0,1044.0,36.9
2684,1126.0,1097.0,723.0,1015.0,39.3
2685,1089.0,993.0,801.0,825.0,38.5
2686,1134.0,1073.0,747.0,1022.0,39.7
2687,1388.0,1418.0,568.0,1913.0,38.8
2688,1506.0,1499.0,506.0,2043.0,33.5
2689,1352.0,1385.0,563.0,1661.0,34.0
2690,1217.0,1227.0,641.0,1404.0,31.9
2691,1149.0,1132.0,688.0,1233.0,30.2
2692,1156.0,1129.0,688.0,1181.0,28.9
2693,1180.0,1122.0,678.0,1272.0,27.8
2694,1109.0,1080.0,696.0,1190.0,27.1
2695,1032.0,974.0,763.0,982.0,26.2
2696,893.0,767.0,918.0,805.0,26.9
2697,848.0,642.0,1079.0,654.0,26.3
2698,850.0,664.0,1038.0,727.0,24.9
2699,938.0,782.0,879.0,1001.0,23.4
2700,948.0,828.0,858.0,994.0,24.4
2701,1225.0,1214.0,625.0,1322.0,25.1
2702,1380.0,1359.0,538.0,1617.0,26.6
2703,1276.0,1138.0,628.0,1430.0,28.2
2704,1246.0,1093.0,667.0,1357.0,31.6
2705,1141.0,996.0,767.0,994.0,34.2
2706,1199.0,1124.0,680.0,1054.0,36.6
2707,1156.0,1056.0,710.0,945.0,37.6
2708,1158.0,983.0,751.0,808.0,38.1
2709,1163.0,1039.0,723.0,888.0,37.8
2710,1078.0,1009.0,767.0,787.0,37.8
2711,1244.0,1219.0,651.0,1077.0,36.9
2712,1236.0,1239.0,637.0,1106.0,34.5
2713,1364.0,1376.0,580.0,1356.0,32.5
2714,1193.0,1196.0,675.0,1152.0,30.9
2715,1078.0,985.0,778.0,925.0,28.7
2716,1140.0,1035.0,726.0,1059.0,27.7
2717,1239.0,1127.0,648.0,1201.0,26.8
2718,1171.0,1093.0,669.0,1205.0,26.1
2719,1065.0,977.0,736.0,1103.0,25.9
2720,1024.0,882.0,791.0,1072.0,25.3
2721,873.0,679.0,1010.0,713.0,26.6
2722,874.0,668.0,1043.0,737.0,25.3
2723,887.0,647.0,1046.0,740.0,25.1
2724,993.0,795.0,888.0,770.0,24.8
2725,1299.0,1225.0,620.0,1327.0,25.7
2726,1529.0,1526.0,476.0,1763.0,27.4
2727,1320.0,1210.0,595.0,1477.0,29.3
2728,1226.0,1168.0,650.0,1311.0,33.6
2729,1105.0,980.0,777.0,980.0,34.6
2730,1160.0,1040.0,720.0,961.0,35.6
2731,1125.0,1051.0,730.0,923.0,36.9
2732,1099.0,1015.0,763.0,839.0,38.8
2733,1124.0,1021.0,745.0,827.0,38.1
2734,1105.0,995.0,778.0,821.0,37.1
2735,1035.0,1043.0,804.0,749.0,34.8
2736,1065.0,1110.0,757.0,871.0,33.6
2737,1051.0,1220.0,739.0,1077.0,31.4
2738,1073.0,1124.0,752.0,1175.0,29.5
2739,1008.0,1004.0,817.0,1125.0,27.4
2740,1090.0,1073.0,745.0,1124.0,26.1
2741,1048.0,983.0,780.0,1064.0,25.5
2742,1131.0,1087.0,705.0,1240.0,24.0
2743,953.0,874.0,854.0,899.0,24.2
2744,897.0,745.0,968.0,807.0,23.4
2745,900.0,750.0,932.0,817.0,21.8
2746,828.0,639.0,1077.0,573.0,22.6
2747,892.0,739.0,964.0,768.0,20.2
2748,914.0,809.0,912.0,807.0,20.5
2749,1096.0,1017.0,722.0,1204.0,21.4
2750,1173.0,1130.0,648.0,1401.0,23.2
2751,1125.0,1016.0,712.0,1256.0,25.3
2752,1079.0,976.0,781.0,999.0,29.9
2753,974.0,930.0,872.0,712.0,33.9
2754,977.0,973.0,865.0,712.0,36.3
2755,912.0,873.0,946.0,614.0,36.6
2756,896.0,817.0,992.0,554.0,37.4
2757,896.0,822.0,1002.0,722.0,37.9
2758,956.0,862.0,930.0,636.0,38.0
2759,970.0,900.0,909.0,664.0,36.9
2760,929.0,869.0,942.0,624.0,35.3
2761,947.0,926.0,905.0,659.0,31.9
2762,1003.0,880.0,864.0,695.0,29.1
2763,1045.0,940.0,822.0,920.0,27.4
2764,1125.0,1035.0,728.0,1150.0,26.7
2765,1138.0,985.0,742.0,1141.0,25.2
2766,1217.0,1060.0,660.0,1227.0,24.0
2767,983.0,831.0,847.0,887.0,24.5
2768,1007.0,864.0,816.0,987.0,22.6
2769,957.0,816.0,846.0,903.0,22.2
2770,914.0,725.0,949.0,780.0,21.2
2771,886.0,702.0,971.0,767.0,20.3
2772,899.0,708.0,972.0,780.0,21.3
2773,942.0,723.0,968.0,698.0,23.0
2774,1022.0,817.0,835.0,821.0,23.7
2775,1009.0,810.0,859.0,772.0,25.4
2776,1025.0,809.0,877.0,690.0,29.6
2777,977.0,783.0,939.0,586.0,33.9
2778,936.0,757.0,1007.0,523.0,35.8
2779,884.0,703.0,1076.0,488.0,37.9
2780,809.0,664.0,1185.0,427.0,38.5
2781,852.0,718.0,1109.0,468.0,39.3
2782,872.0,708.0,1106.0,489.0,38.9
2783,839.0,752.0,1102.0,515.0,37.9
2784,854.0,788.0,1064.0,562.0,35.8
2785,971.0,942.0,900.0,776.0,32.3
2786,985.0,944.0,866.0,833.0,30.1
2787,1027.0,981.0,817.0,1023.0,28.2
2788,1012.0,876.0,853.0,967.0,26.0
2789,1086.0,973.0,766.0,1089.0,25.3
2790,1025.0,939.0,790.0,1103.0,24.7
2791,848.0,692.0,1034.0,734.0,25.5
2792,839.0,652.0,1075.0,671.0,22.5
2793,814.0,618.0,1097.0,696.0,21.6
2794,816.0,624.0,1073.0,729.0,19.7
2795,799.0,613.0,1120.0,641.0,21.6
2796,879.0,792.0,906.0,825.0,21.1
2797,1104.0,1125.0,697.0,1179.0,21.6
2798,1344.0,1496.0,519.0,1651.0,23.7
2799,1226.0,1272.0,632.0,1474.0,26.0
2800,1157.0,1176.0,691.0,1370.0,30.6
2801,1059.0,1060.0,798.0,1141.0,34.1
2802,1076.0,1057.0,778.0,1076.0,36.2
2803,1066.0,1041.0,783.0,1036.0,37.4
2804,1049.0,994.0,813.0,881.0,39.5
2805,1097.0,1074.0,776.0,960.0,40.4
2806,1087.0,1018.0,791.0,883.0,40.1
2807,1269.0,1269.0,633.0,1221.0,39.3
2808,1328.0,1405.0,584.0,1518.0,37.3
2809,1200.0,1270.0,654.0,1264.0,33.6
2810,1098.0,1105.0,732.0,1061.0,30.7
2811,1058.0,1004.0,776.0,947.0,28.8
2812,1081.0,1025.0,738.0,1059.0,27.3
2813,1062.0,962.0,776.0,1030.0,26.2
2814,1078.0,971.0,752.0,1065.0,25.4
2815,917.0,761.0,931.0,893.0,25.8
2816,881.0,718.0,965.0,837.0,23.3
2817,865.0,671.0,1012.0,807.0,23.5
2818,829.0,602.0,1123.0,596.0,23.5
2819,913.0,743.0,931.0,884.0,21.8
2820,1077.0,985.0,742.0,1170.0,21.8
2821,1337.0,1386.0,565.0,1596.0,22.9
2822,1467.0,1575.0,472.0,1873.0,24.9
2823,1257.0,1227.0,611.0,1608.0,26.7
2824,1227.0,1125.0,675.0,1470.0,30.5
2825,1188.0,1108.0,693.0,1275.0,34.2
2826,1301.0,1276.0,631.0,1407.0,38.2
2827,1201.0,1278.0,657.0,1302.0,39.6
2828,1058.0,1026.0,794.0,931.0,39.9
2829,1037.0,1075.0,789.0,917.0,40.2
2830,1055.0,1157.0,762.0,985.0,39.6
2831,1179.0,1364.0,661.0,1265.0,39.5
2832,1298.0,1430.0,632.0,2475.0,37.9
2833,1213.0,1327.0,654.0,2021.0,34.2
2834,1233.0,1398.0,613.0,1834.0,32.6
2835,1086.0,1145.0,737.0,1426.0,30.4
2836,1056.0,1078.0,765.0,1272.0,28.8
2837,1138.0,1128.0,681.0,1490.0,27.8
2838,1112.0,1128.0,675.0,1440.0,26.9
2839,992.0,948.0,773.0,1271.0,26.3
2840,895.0,767.0,931.0,985.0,25.7
2841,843.0,655.0,1046.0,826.0,24.8
2842,828.0,626.0,1073.0,754.0,25.5
2843,894.0,709.0,997.0,853.0,24.0
2844,1072.0,976.0,740.0,1340.0,23.9
2845,1425.0,1486.0,512.0,1869.0,24.8
2846,1428.0,1500.0,496.0,2021.0,26.9
2847,1359.0,1415.0,572.0,1902.0,29.6
2848,1182.0,1122.0,730.0,1527.0,34.6
2849,1117.0,1045.0,761.0,1260.0,38.3
2850,1119.0,1088.0,741.0,1124.0,40.4
2851,1068.0,1152.0,739.0,1309.0,42.6
2852,1090.0,1120.0,743.0,1283.0,42.5
2853,1056.0,1024.0,792.0,1068.0,41.0
2854,1098.0,1007.0,799.0,937.0,41.3
2855,1318.0,1339.0,635.0,1416.0,39.2
2856,1348.0,1347.0,599.0,1611.0,36.9
2857,1502.0,1546.0,538.0,1919.0,35.6
2858,1373.0,1364.0,597.0,1745.0,33.7
2859,1397.0,1346.0,580.0,1837.0,31.5
2860,1286.0,1214.0,620.0,1759.0,31.1
2861,1222.0,1161.0,661.0,1593.0,30.2
2862,1069.0,983.0,749.0,1357.0,29.8
2863,1011.0,864.0,809.0,1231.0,28.4
2864,962.0,803.0,853.0,1066.0,27.5
2865,919.0,723.0,910.0,992.0,26.8
2866,969.0,769.0,866.0,1063.0,24.5
2867,986.0,784.0,839.0,1204.0,25.6
2868,990.0,821.0,848.0,1079.0,27.5
2869,1296.0,1208.0,603.0,1593.0,25.9
2870,1371.0,1384.0,545.0,1745.0,28.5
2871,1385.0,1240.0,596.0,1847.0,29.5
2872,1381.0,1227.0,595.0,1845.0,29.8
2873,1396.0,1306.0,587.0,1886.0,33.4
2874,1070.0,1000.0,801.0,1039.0,40.3
2875,1076.0,972.0,819.0,923.0,41.8
2876,1126.0,1004.0,788.0,926.0,41.1
2877,1225.0,1196.0,673.0,1277.0,41.9
2878,1202.0,1206.0,671.0,1301.0,40.9
2879,1308.0,1310.0,628.0,1385.0,39.1
2880,1440.0,1281.0,580.0,1474.0,36.4
2881,1611.0,1552.0,487.0,1948.0,34.9
2882,1387.0,1419.0,559.0,1677.0,33.6
2883,1268.0,1206.0,648.0,1434.0,32.2
2884,1237.0,1175.0,660.0,1424.0,30.5
2885,1302.0,1198.0,628.0,1504.0,29.4
2886,1347.0,1282.0,575.0,1661.0,29.1
2887,1355.0,1198.0,564.0,1714.0,27.7
2888,1023.0,822.0,823.0,1050.0,27.9
2889,903.0,631.0,1070.0,550.0,27.8
2890,876.0,605.0,1144.0,456.0,27.4
2891,932.0,707.0,1011.0,554.0,26.6
2892,1020.0,866.0,847.0,744.0,26.9
2893,1264.0,1241.0,609.0,1280.0,27.0
2894,1179.0,1153.0,654.0,1096.0,27.0
2895,1079.0,966.0,785.0,927.0,27.4
2896,1036.0,955.0,829.0,840.0,30.5
2897,1002.0,964.0,828.0,786.0,32.9
2898,995.0,959.0,856.0,690.0,33.9
2899,1008.0,962.0,845.0,742.0,34.4
2900,978.0,962.0,846.0,680.0,34.2
2901,989.0,990.0,822.0,705.0,33.2
2902,961.0,985.0,845.0,677.0,32.4
2903,1009.0,1116.0,779.0,877.0,32.2
2904,970.0,1117.0,786.0,844.0,31.0
2905,1097.0,1199.0,699.0,1006.0,28.3
2906,1065.0,1105.0,723.0,987.0,26.6
2907,1036.0,986.0,776.0,868.0,24.8
2908,1049.0,958.0,794.0,861.0,23.7
2909,1147.0,1043.0,727.0,1042.0,23.0
2910,1118.0,1082.0,694.0,1080.0,22.7
2911,1016.0,963.0,776.0,811.0,22.2
2912,940.0,845.0,845.0,704.0,21.6
2913,836.0,643.0,1114.0,522.0,22.3
2914,831.0,626.0,1126.0,484.0,22.4
2915,877.0,711.0,1018.0,580.0,21.7
2916,872.0,725.0,976.0,668.0,21.1
2917,958.0,805.0,886.0,835.0,22.0
2918,959.0,848.0,859.0,739.0,25.0
2919,997.0,933.0,799.0,763.0,26.7
2920,916.0,843.0,891.0,614.0,29.1
2921,895.0,831.0,946.0,566.0,31.2
2922,855.0,812.0,982.0,508.0,32.4
2923,861.0,811.0,997.0,509.0,33.3
2924,821.0,766.0,1071.0,457.0,33.1
2925,835.0,731.0,1108.0,438.0,33.1
2926,813.0,732.0,1118.0,427.0,32.4
2927,833.0,786.0,1064.0,453.0,31.8
2928,859.0,803.0,1032.0,479.0,30.3
2929,887.0,778.0,978.0,500.0,27.2
2930,970.0,900.0,856.0,647.0,26.1
2931,990.0,866.0,866.0,728.0,24.7
2932,1022.0,899.0,846.0,820.0,23.4
2933,1075.0,993.0,781.0,946.0,23.1
2934,1088.0,1035.0,751.0,1018.0,22.7
2935,925.0,831.0,880.0,789.0,21.6
2936,853.0,716.0,994.0,647.0,22.0
2937,918.0,830.0,875.0,785.0,20.4
2938,796.0,636.0,1092.0,576.0,20.6
2939,796.0,628.0,1136.0,555.0,20.6
2940,795.0,606.0,1152.0,552.0,21.3
2941,842.0,656.0,1080.0,620.0,20.4
2942,850.0,659.0,1077.0,557.0,23.5
2943,884.0,709.0,1027.0,556.0,25.7
2944,907.0,741.0,983.0,573.0,27.9
2945,846.0,703.0,1034.0,514.0,29.0
2946,827.0,697.0,1070.0,478.0,29.5
2947,804.0,636.0,1185.0,424.0,31.8
2948,775.0,619.0,1254.0,386.0,32.2
2949,802.0,651.0,1206.0,403.0,32.4
2950,844.0,751.0,1064.0,462.0,33.0
2951,881.0,765.0,1029.0,489.0,32.0
2952,877.0,736.0,1077.0,463.0,29.6
2953,931.0,885.0,892.0,585.0,26.9
2954,1011.0,967.0,818.0,748.0,25.3
2955,1035.0,1015.0,757.0,940.0,24.2
2956,1153.0,1042.0,733.0,1022.0,23.2
2957,1020.0,929.0,805.0,929.0,22.7
2958,954.0,879.0,837.0,834.0,21.6
2959,903.0,800.0,911.0,751.0,20.7
2960,779.0,581.0,1204.0,505.0,21.2
2961,761.0,540.0,1269.0,486.0,22.7
2962,780.0,568.0,1200.0,501.0,19.9
2963,835.0,672.0,1053.0,628.0,20.0
2964,1004.0,955.0,758.0,1043.0,18.5
2965,1272.0,1328.0,567.0,1463.0,19.6
2966,1173.0,1217.0,625.0,1358.0,21.3
2967,986.0,922.0,820.0,971.0,21.7
2968,942.0,849.0,907.0,894.0,23.4
2969,957.0,875.0,891.0,871.0,25.7
2970,1024.0,1052.0,779.0,952.0,28.5
2971,962.0,963.0,835.0,843.0,27.0
2972,958.0,873.0,868.0,750.0,24.2
2973,933.0,831.0,888.0,710.0,26.0
2974,942.0,912.0,842.0,814.0,24.8
2975,1073.0,1117.0,693.0,1052.0,24.0
2976,1086.0,1159.0,686.0,1060.0,23.6
2977,1091.0,1161.0,682.0,1153.0,23.6
2978,980.0,1009.0,786.0,986.0,23.3
2979,904.0,877.0,890.0,781.0,22.5
2980,865.0,773.0,991.0,653.0,21.3
2981,898.0,863.0,911.0,777.0,20.9
2982,945.0,883.0,837.0,1015.0,19.8
2983,854.0,764.0,932.0,922.0,19.3
2984,751.0,587.0,1165.0,678.0,18.4
2985,723.0,544.0,1274.0,584.0,18.8
2986,754.0,620.0,1102.0,725.0,16.3
2987,758.0,670.0,1070.0,688.0,16.6
2988,873.0,871.0,871.0,887.0,16.2
2989,1176.0,1398.0,567.0,1494.0,17.3
2990,1257.0,1495.0,524.0,1647.0,19.2
2991,1137.0,1200.0,648.0,1489.0,21.7
2992,1064.0,1126.0,711.0,1361.0,26.4
2993,1026.0,1094.0,769.0,1224.0,31.3
2994,986.0,1133.0,773.0,1174.0,33.7
2995,908.0,1031.0,857.0,901.0,34.5
2996,888.0,1007.0,870.0,794.0,33.8
2997,843.0,830.0,995.0,577.0,30.1
2998,905.0,931.0,876.0,776.0,28.3
2999,1023.0,1127.0,760.0,982.0,31.9
3000,1125.0,1279.0,662.0,1256.0,32.0
3001,1211.0,1483.0,586.0,1483.0,28.9
3002,1140.0,1289.0,634.0,1390.0,27.3
3003,1029.0,1105.0,737.0,1195.0,26.0
3004,981.0,1054.0,768.0,1135.0,25.2
3005,971.0,1014.0,788.0,1115.0,24.3
3006,927.0,930.0,840.0,1026.0,23.6
3007,868.0,846.0,925.0,836.0,23.0
3008,863.0,824.0,905.0,925.0,22.2
3009,820.0,716.0,994.0,933.0,20.4
3010,777.0,645.0,1076.0,781.0,20.5
3011,855.0,762.0,942.0,959.0,18.8
3012,960.0,973.0,769.0,1155.0,18.8
3013,1310.0,1492.0,527.0,1686.0,19.9
3014,1339.0,1561.0,498.0,1791.0,22.1
3015,1211.0,1290.0,606.0,1643.0,24.0
3016,1068.0,1171.0,711.0,1360.0,30.2
3017,932.0,1026.0,851.0,944.0,33.4
3018,949.0,1069.0,819.0,905.0,35.1
3019,944.0,1045.0,829.0,884.0,34.1
3020,966.0,1131.0,800.0,968.0,35.7
3021,940.0,1063.0,848.0,929.0,35.3
3022,934.0,1041.0,865.0,936.0,32.3
3023,1052.0,1252.0,739.0,1107.0,36.0
3024,1109.0,1374.0,676.0,1225.0,35.8
3025,1169.0,1430.0,636.0,1372.0,32.3
3026,1093.0,1163.0,717.0,1139.0,29.7
3027,1084.0,1200.0,686.0,1505.0,27.8
3028,970.0,1023.0,787.0,1074.0,26.3
3029,951.0,939.0,849.0,868.0,25.3
3030,1038.0,1053.0,744.0,1095.0,24.0
3031,950.0,937.0,802.0,989.0,23.4
3032,831.0,695.0,1033.0,658.0,23.5
3033,813.0,656.0,1070.0,603.0,22.0
3034,797.0,621.0,1105.0,562.0,21.6
3035,824.0,660.0,1033.0,618.0,21.4
3036,879.0,796.0,912.0,747.0,21.1
3037,1132.0,1166.0,652.0,1229.0,21.3
3038,1291.0,1434.0,526.0,1494.0,22.9
3039,1193.0,1160.0,630.0,1281.0,24.4
3040,1057.0,914.0,796.0,954.0,27.6
3041,1027.0,899.0,822.0,810.0,31.1
3042,1084.0,1052.0,736.0,882.0,33.4
3043,1032.0,1071.0,742.0,840.0,35.7
3044,977.0,998.0,810.0,743.0,36.2
3045,1039.0,1069.0,773.0,880.0,37.1
3046,1056.0,1127.0,734.0,928.0,36.5
3047,1164.0,1306.0,648.0,1218.0,35.5
3048,1124.0,1309.0,655.0,1170.0,33.7
3049,1152.0,1355.0,628.0,1620.0,30.5
3050,1223.0,1399.0,592.0,1508.0,28.7
3051,1058.0,1139.0,696.0,1318.0,26.7
3052,1049.0,1152.0,693.0,1189.0,25.7
3053,1010.0,1006.0,779.0,1000.0,24.5
3054,981.0,985.0,779.0,1020.0,24.3
3055,886.0,834.0,904.0,767.0,23.8
3056,821.0,706.0,1021.0,674.0,23.7
3057,784.0,641.0,1114.0,588.0,22.2
3058,771.0,593.0,1155.0,545.0,21.6
3059,819.0,677.0,1048.0,685.0,20.3
3060,836.0,747.0,961.0,702.0,20.7
3061,1114.0,1174.0,667.0,1188.0,20.5
3062,1319.0,1470.0,520.0,1589.0,22.4
3063,1211.0,1143.0,632.0,1331.0,24.2
3064,1051.0,950.0,802.0,1040.0,28.8
3065,1108.0,1049.0,749.0,1137.0,32.8
3066,1014.0,1012.0,795.0,851.0,34.4
3067,1003.0,1047.0,769.0,782.0,36.5
3068,1021.0,1092.0,764.0,908.0,37.5
3069,986.0,937.0,833.0,806.0,38.0
3070,1098.0,1084.0,754.0,985.0,38.1
3071,1157.0,1245.0,665.0,1211.0,37.3
3072,1190.0,1395.0,606.0,1411.0,35.9
3073,1183.0,1341.0,628.0,1395.0,32.4
3074,1231.0,1341.0,626.0,1578.0,30.3
3075,1102.0,1195.0,690.0,1325.0,28.5
3076,1041.0,1060.0,748.0,1185.0,26.9
3077,1090.0,1103.0,695.0,1235.0,25.7
3078,1074.0,1078.0,685.0,1317.0,24.7
3079,977.0,956.0,765.0,1114.0,23.6
3080,949.0,910.0,816.0,1015.0,22.2
3081,912.0,842.0,863.0,1015.0,21.2
3082,863.0,746.0,919.0,961.0,21.3
3083,834.0,689.0,988.0,796.0,21.6
3084,865.0,764.0,917.0,826.0,21.3
3085,974.0,908.0,793.0,1057.0,21.1
3086,1079.0,1004.0,713.0,1302.0,22.8
3087,1084.0,990.0,734.0,1284.0,25.0
3088,1107.0,1080.0,714.0,1348.0,30.9
3089,1040.0,1015.0,775.0,1025.0,35.1
3090,1019.0,913.0,840.0,759.0,36.9
3091,1003.0,907.0,862.0,680.0,39.3
3092,925.0,772.0,1001.0,516.0,40.3
3093,910.0,743.0,1039.0,500.0,39.7
3094,1012.0,868.0,884.0,700.0,41.1
3095,1100.0,954.0,809.0,1360.0,40.1
3096,1046.0,901.0,849.0,722.0,37.4
3097,1083.0,1003.0,787.0,842.0,34.0
3098,1050.0,962.0,810.0,879.0,31.7
3099,1050.0,927.0,830.0,836.0,29.7
3100,1142.0,1035.0,746.0,1062.0,27.9
3101,1165.0,1043.0,717.0,1188.0,26.8
3102,1136.0,995.0,727.0,1236.0,25.8
3103,986.0,790.0,869.0,853.0,26.3
3104,971.0,790.0,871.0,875.0,24.3
3105,908.0,701.0,971.0,704.0,24.7
3106,882.0,648.0,1023.0,666.0,23.3
3107,900.0,674.0,974.0,679.0,21.1
3108,935.0,716.0,915.0,877.0,20.2
3109,939.0,718.0,927.0,826.0,21.3
3110,982.0,750.0,893.0,881.0,22.6
3111,1088.0,862.0,786.0,1110.0,25.7
3112,1065.0,872.0,831.0,927.0,31.6
3113,1016.0,868.0,889.0,665.0,36.3
3114,930.0,723.0,1035.0,474.0,37.9
3115,928.0,716.0,1060.0,459.0,39.4
3116,889.0,698.0,1132.0,437.0,40.2
3117,966.0,802.0,968.0,607.0,41.3
3118,973.0,792.0,977.0,620.0,41.4
3119,950.0,754.0,1003.0,551.0,40.1
3120,982.0,780.0,974.0,532.0,37.6
3121,990.0,814.0,929.0,578.0,33.9
3122,1017.0,873.0,874.0,721.0,31.6
3123,1067.0,938.0,825.0,912.0,29.7
